endpoint,codigo_padre,descripcion_padre,cantidad_codigos_eliminados,ejemplo_codigos_eliminados
tipologias-detalle_NacionalesUSD,22000126003,"PERIMETRAL DE 1 PUESTO TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127237, 22000127893"
tipologias-detalle_NacionalesUSD,22000126004,"PERIMETRAL DE 1 PUESTO TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127237, 22000127874, 22000127894"
tipologias-detalle_NacionalesUSD,22000126005,"PERIMETRAL DE 1 PUESTO TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127238, 22000127891"
tipologias-detalle_NacionalesUSD,22000126006,"PERIMETRAL DE 1 PUESTO TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127238, 22000127892"
tipologias-detalle_NacionalesUSD,22000126007,"PERIMETRAL DE 1 PUESTO TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127238, 22000127893"
tipologias-detalle_NacionalesUSD,22000126008,"PERIMETRAL DE 1 PUESTO TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127238, 22000127874, 22000127894"
tipologias-detalle_NacionalesUSD,22000126028,"ISLA DE 4 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126029,"ISLA DE 4 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126031,"ISLA DE 6 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO CON CAJONERA",2,"22000020538, 22000117196"
tipologias-detalle_NacionalesUSD,22000126032,"ISLA DE 8 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126033,"ISLA DE 8 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126034,"ISLA DE 10 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126043,"ISLA DE 8 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126044,"ISLA DE 4 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO CON CAJONERA MOVIL",1,22000020538
tipologias-detalle_NacionalesUSD,22000126045,"ISLA DE 6 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO CON CAJONERA MOVIL",1,22000020538
tipologias-detalle_NacionalesUSD,22000126046,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA CON CAJONERA MOVIL",5,"22000020538, 22000104949, 22000127237, 22000127874, 22000127878"
tipologias-detalle_NacionalesUSD,22000126047,"ISLA DE 6 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL Y LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126074,"ISLA DE 4 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO CON CAJONERA MOVIL",2,"22000020537, 22189410488"
tipologias-detalle_NacionalesUSD,22000126075,"ISLA DE 4 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126076,"ISLA DE 4 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126125,"ISLA DE 4 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126126,"ISLA DE 8 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126127,"ISLA DE 10 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126128,"ISLA DE 8 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126129,"ISLA DE 10 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126130,"ISLA DE 4 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126131,"ISLA DE 8 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126132,"ISLA DE 10 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126133,"ISLA DE 4 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126134,"ISLA DE 8 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126135,"ISLA DE 10 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126136,"ISLA DE 8 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126137,"ISLA DE 10 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126138,"ISLA DE 4 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126139,"ISLA DE 8 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126140,"ISLA DE 10 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",0,
tipologias-detalle_NacionalesUSD,22000126347,"MESA KUO-GO UGI BASES EN MADERA DE 120 X 80 X 3,0CM FORMICA",1,22000123744
tipologias-detalle_NacionalesUSD,22000126377,"ISLA DE 2 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",1,22000127893
tipologias-detalle_NacionalesUSD,22000126389,ALMACENAMIENTOS BIBLIOTECA 132X90X50 FRENTE EN FORMICA Y ARCHIVADOR 132X90X50 METALICO MANIJA EMBEBIDA,2,"22000020062, 22191700325"
tipologias-detalle_NacionalesUSD,22000126393,"PERIMETRAL DE 2 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126394,"PERIMETRAL DE 2 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126395,"PERIMETRAL DE 2 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126396,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127237, 22000127874, 22000127878"
tipologias-detalle_NacionalesUSD,22000126397,"PERIMETRAL DE 2 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126398,"PERIMETRAL DE 2 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126399,"PERIMETRAL DE 2 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126400,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127237, 22000127874, 22000127878"
tipologias-detalle_NacionalesUSD,22000126401,"PERIMETRAL DE 2 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126402,"PERIMETRAL DE 2 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126403,"PERIMETRAL DE 2 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126404,"PERIMETRAL DE 2 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127238, 22000127874, 22000127878"
tipologias-detalle_NacionalesUSD,22000126405,"PERIMETRAL DE 2 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126406,"PERIMETRAL DE 2 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126407,"PERIMETRAL DE 2 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126408,"PERIMETRAL DE 2 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127238, 22000127874, 22000127878"
tipologias-detalle_NacionalesUSD,22000126409,"PERIMETRAL DE 2 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126410,"PERIMETRAL DE 2 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126411,"PERIMETRAL DE 2 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000126412,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127237, 22000127874, 22000127878"
tipologias-detalle_NacionalesUSD,22000126413,"PERIMETRAL DE 2 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126414,"PERIMETRAL DE 2 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126415,"PERIMETRAL DE 2 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000126416,"PERIMETRAL DE 2 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127238, 22000127874, 22000127878"
tipologias-detalle_NacionalesUSD,22000126437,"PERIMETRAL DE 1 PUESTO TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127237, 22000127891"
tipologias-detalle_NacionalesUSD,22000126438,"PERIMETRAL DE 1 PUESTO TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127237, 22000127892"
tipologias-detalle_NacionalesUSD,22000126439,"PERIMETRAL DE 1 PUESTO TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127237, 22000127893"
tipologias-detalle_NacionalesUSD,22000126440,"PERIMETRAL DE 1 PUESTO TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127237, 22000127874, 22000127894"
tipologias-detalle_NacionalesUSD,22000126441,"PERIMETRAL DE 1 PUESTO TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127238, 22000127891"
tipologias-detalle_NacionalesUSD,22000126442,"PERIMETRAL DE 1 PUESTO TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127238, 22000127892"
tipologias-detalle_NacionalesUSD,22000126443,"PERIMETRAL DE 1 PUESTO TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",3,"22000104949, 22000127238, 22000127893"
tipologias-detalle_NacionalesUSD,22000126444,"PERIMETRAL DE 1 PUESTO TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",4,"22000104949, 22000127238, 22000127874, 22000127894"
tipologias-detalle_NacionalesUSD,22000131689,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131690,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131691,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131692,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",5,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131693,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131694,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131695,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131696,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",5,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131697,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131698,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131699,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131700,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",5,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131701,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131702,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131703,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131704,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",5,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131705,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131706,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131707,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131708,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",5,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131709,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131710,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131711,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131712,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",5,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131713,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131714,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131715,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131716,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",5,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131717,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131718,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131719,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131720,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",5,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131721,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131722,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131723,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131724,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",5,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131725,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131726,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131727,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127238"
tipologias-detalle_NacionalesUSD,22000131728,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",5,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886"
tipologias-detalle_NacionalesUSD,22000131729,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131730,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
tipologias-detalle_NacionalesUSD,22000131731,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",2,"22000104949, 22000127237"
